@relation TestInstances

@attribute room {window,door,kitchen,undefined}
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric

@data
window,21,-39,-62,-33,-83,-93,0,0,0,0
window,20,-39,-62,-33,-83,-93,0,0,0,0
window,20,-39,-64,-36,-83,-93,0,0,0,0
window,19,-40,-64,-36,-83,-93,0,0,0,0
window,17,-41,-64,-36,-83,-93,0,0,0,0
window,17,-41,-65,-36,-80,-93,0,0,0,0
window,14,-42,-65,-36,-80,-93,0,0,0,0
window,16,-41,-65,-36,-80,-93,0,0,0,0
window,16,-41,-61,-40,-83,-93,0,0,0,0
window,15,-41,-61,-40,-83,-93,0,0,0,0
window,15,-42,-61,-40,-83,-93,0,0,0,0
window,16,-41,-61,-40,-83,-93,0,0,0,0
window,16,-41,-69,-34,-89,-93,0,0,0,0
window,17,-41,-69,-34,-89,-93,0,0,0,0
window,16,-41,-69,-34,-89,-93,0,0,0,0
window,17,-41,-69,-34,-89,-93,0,0,0,0
window,17,-41,-67,-38,-89,-92,0,0,0,0
window,18,-40,-67,-38,-89,-92,0,0,0,0
window,20,-39,-67,-38,-89,-92,0,0,0,0
window,20,-39,-63,-36,-83,-93,0,0,0,0
window,19,-39,-63,-36,-83,-93,0,0,0,0
window,18,-40,-63,-36,-83,-93,0,0,0,0
window,18,-40,-70,-36,-83,-93,0,0,0,0
window,17,-40,-70,-36,-83,-93,0,0,0,0
window,16,-41,-70,-36,-83,-93,0,0,0,0
window,15,-41,-70,-36,-83,-93,0,0,0,0
window,16,-41,-70,-36,-83,-93,0,0,0,0
window,16,-41,-67,-35,-83,-96,0,0,0,0
window,17,-40,-67,-35,-83,-96,0,0,0,0
window,16,-41,-67,-35,-83,-96,0,0,0,0
window,16,-41,-71,-32,-83,-96,0,0,0,0
window,17,-40,-71,-32,-83,-96,0,0,0,0
window,18,-40,-71,-32,-83,-96,0,0,0,0
window,18,-40,-63,-34,-83,-96,0,0,0,0
window,19,-40,-63,-34,-83,-96,0,0,0,0
window,19,-40,-70,-34,-82,-96,0,0,0,0
window,20,-39,-70,-34,-82,-96,0,0,0,0
window,19,-40,-70,-34,-82,-96,0,0,0,0
window,19,-40,-68,-36,-86,-96,0,0,0,0
window,18,-40,-68,-36,-86,-96,0,0,0,0
window,17,-41,-68,-36,-86,-96,0,0,0,0
window,16,-41,-68,-36,-86,-96,0,0,0,0
window,16,-41,-69,-35,-86,-96,0,0,0,0
window,15,-41,-69,-35,-86,-96,0,0,0,0
window,16,-41,-69,-35,-86,-96,0,0,0,0
window,16,-41,-67,-31,-88,-96,0,0,0,0
window,17,-40,-67,-31,-88,-96,0,0,0,0
window,17,-40,-75,-33,-86,-96,0,0,0,0
window,17,-40,-68,-37,-83,-96,0,0,0,0
window,18,-40,-68,-37,-83,-96,0,0,0,0
window,18,-39,-68,-37,-83,-96,0,0,0,0
window,18,-39,-72,-39,-84,-96,0,0,0,0
window,18,-40,-72,-39,-84,-96,0,0,0,0
window,17,-40,-72,-39,-84,-96,0,0,0,0
window,14,-41,-72,-39,-84,-96,0,0,0,0
window,14,-41,-74,-34,-84,-96,0,0,0,0
window,12,-41,-74,-34,-84,-96,0,0,0,0
window,13,-41,-74,-34,-84,-96,0,0,0,0
window,13,-41,-67,-38,-84,-96,0,0,0,0
window,14,-40,-67,-38,-84,-96,0,0,0,0
window,16,-39,-67,-38,-84,-96,0,0,0,0
window,16,-39,-69,-34,-84,-96,0,0,0,0
window,17,-39,-69,-34,-84,-96,0,0,0,0
window,19,-38,-69,-34,-84,-96,0,0,0,0
window,19,-38,-65,-36,-87,-96,0,0,0,0
window,21,-37,-65,-36,-87,-96,0,0,0,0
window,21,-37,-66,-36,-87,-96,0,0,0,0
window,20,-38,-66,-36,-87,-96,0,0,0,0
